arima_order,arima_rmse,arima_mae,naive_rmse,naive_mae,rmse_improvement_vs_naive_pct,threshold_crossing_year_point_forecast,forecast_2050,forecast_2100,forecast_2150
"(4, 1, 0)",0.0008459233564077925,0.0005898822494081468,0.00322102468168128,0.0031250000000000028,73.73744568867303,2133,0.6462043367727882,0.5460315032788317,0.47928005353808983
